Data,Milhas,Horario
29/09/2025,18622,15:00
30/09/2025,18622,10:35
01/10/2025,18622,10:35
02/10/2025,18622,11:35
03/10/2025,18622,10:35
04/10/2025,18622,10:35
05/10/2025,18622,10:45
06/10/2025,18622,10:50
07/10/2025,18622,11:35
08/10/2025,18622,10:35
09/10/2025,18622,10:35
10/10/2025,18838,11:35
11/10/2025,19441,10:35
